client_id,full_name,date_of_birth,gender,nationality_code,height_cm,weight_kg,hair_color,eye_color,spoken_languages,match_label,matched_sanction_id
C006979,OMAR VISHWANATHA,1988-07-12,M,in,1.8,0.0,nan,nan,RUS,0,
C006980,OLEG NEO,1981-09-15,M,ru,,0.0,BLA,OTHD,RUS,0,
C006981,DANIEL KANAPYANOV,1980-12-17,M,ru,1.78,,nan,BROH,CHE,0,
C006982,DONGHUA KURBANOVA,1995-11-23,M,ve,,82.0,nan,nan,RUS,0,
C006983,ABRAR ABDULKERIMOV,1968-01-01,M,ec,1.73,0.0,nan,OTHD,KUM,0,
C006984,EVERTON AKHMAROV,1996-10-29,M,ru,1.73,0.0,OTHD,BRO,nan,0,
C006985,ALEXIS NURMAGOMEDOVA,1979-04-13,M,ru,1.78,0.0,BLA,nan,SPA,0,
C006986,CONCEPCION COWES,1964-12-01,M,in,,0.0,nan,nan,KUM,0,
C006987,BUGDAI MOTA,1992-01-05,M,bd,1.83,,nan,BROD,RUS,0,
C006988,MAGOMEDKAMIL UULU,1937-11-24,M,ru,,,BLA,BROH,RUS,0,
C006989,DZHABRAIL KANBULATOV,1991-08-16,M,ru,,104.0,nan,BLA,KAN,0,
C006990,MARIO ATHUMANI,1996-06-10,M,dz,1.73,72.0,nan,nan,KUM,0,
C006991,ISLAM ALYPKACHEVA,1989-10-25,M,ru,1.62,0.0,BRO,BLA,SPA,0,
C006992,THULANI RAMIREZ,1969-04-13,M,ru,1.78,0.0,BLA,nan,RUS,0,
C006993,CHITRA LEIVA,1957-01-07,M,hn,1.74,0.0,OTHD,nan,RUS,0,
C006994,CARLOS NAVARRO,1990-10-28,M,ro,,0.0,GRY,BRO,URD,0,
C006995,OBALDO VALIAKHMETOV,1990-01-27,F,ru,1.77,0.0,BLA,nan,nan,0,
C006996,SEIMUR ADIGOZALZADE,1977-02-01,M,az,,,,,RUS,1,interpol-red-2015-54133
C006997,OSCAR AMASIADIS,1995-08-27,M,ru,,0.0,nan,nan,SPA,0,
C006998,ANDREY EZE,1989-02-05,M,ge,1.73,0.0,nan,BRO,ARA,0,
C006999,TERAN GAZIMAGOMEDOV,1990-11-29,M,ru,,,OTHD,BLA,SPA,0,
C007000,KHONDKAR OWIHAN,1964-02-10,M,sv,,0.0,nan,nan,RUS,0,
C007001,GUGU LUCHINKINA,1996-09-27,M,ru,,0.0,BRO,BLA,PAN,0,
C007002,LARRY NGALAWA,1962-09-13,M,ru,1.72,82.0,nan,nan,RUS,0,
C007003,ALEXANDER MANIK,1991-08-28,M,ru,1.8,0.0,BLA,nan,ENG,0,
C007004,ERIXON GRIMBERG,1973-06-28,M,ru,1.7,80.0,nan,nan,SPA,0,
C007005,YAXLY DIBIROV,1976-08-10,M,ru,1.77,50.0,BLA,nan,SPA,0,
C007006,ISLAM MAZHIEV,1992-07-13,M,sv,,76.0,nan,nan,RUS,0,
C007007,AGARAGIM MINZELE,1981-09-22,M,vn,,0.0,nan,BLA,SOM,0,
C007008,OMAR KHALIKOV,1965-01-01,M,ru,,68.0,OTHD,OTHD,ARA,0,
C007009,JAMES SHAGIDOV,1974-11-10,M,sv,1.7,80.0,BLA,BRO,SPA,0,
C007010,CHAMSUDIN FUNES,1973-11-01,M,us,1.8,0.0,OTHD,nan,CHE,0,
C007011,ABU GASANOV,1972-04-25,F,sr,,,nan,nan,ENG,0,
C007012,JOE MAMADZHANOV,1976-05-19,M,eg,,0.0,nan,nan,SPA,0,
C007013,AHMED SALAMOVA,1993-03-01,M,ru,,0.0,BRO,BROD,ENG,0,
C007014,EDUARD HASAN,1971-05-13,M,ru,,0.0,nan,nan,ENG,0,
C007015,HELMUTH ZAAZOUI,1980-02-15,M,cn,1.72,0.0,GRY,BLA,SPA,0,
C007016,ERICKSON MAGOMEDALIEV,1983-08-05,F,ru,,0.0,BLA,nan,RUS,0,
C007017,RAISAT ISAEV,1979-03-12,M,sv,1.65,0.0,BLA,nan,SPA,0,
C007018,MAGOMEDGANIPA BABAKOV,1962-06-07,F,ru,,,BRO,nan,RUS,0,
C007019,SYED CHAVEZ,1988-06-25,M,ru,,0.0,nan,nan,HIN,0,
C007020,EDDY APOSTOLOV,1991-08-28,M,ru,,59.0,BLA,nan,RUS,0,
C007021,THANNAWAT LOPEZ,1983-10-01,F,ru,,0.0,nan,nan,ENG,0,
C007022,MUKHTAR AKHMAROV,1990-02-19,M,sv,,,BLA,OTHD,AZE,0,
C007023,ALKHAZUR VIEIRA,1958-11-16,M,sv,,0.0,BLA,BLA,nan,0,
C007024,RIMA CHIGAEV,1968-01-01,M,ru,,73.0,nan,BLA,RUS,0,
C007025,ZULQARNAIN GVENETADZE,1983-03-12,M,sv,,0.0,nan,nan,SPA,0,
C007026,IHAAB GENCHEV,1989-04-29,M,az,,85.0,nan,BLA,ENG,0,
C007027,RAGIIAT BINOTTI,1987-01-10,M,ru,,0.0,nan,nan,SPA,0,
C007028,AYDAN BEKIR HASAN,1969-07-28,M,tr,,,,,BUL,1,interpol-red-2015-19759
C007029,ILIAS BEDETTI,1995-11-12,M,lb,1.75,69.0,nan,nan,SPA,0,
C007030,LUIS TSECHOEV,1976-01-25,M,in,,0.0,nan,BROL,ENG,0,
C007031,MAGOMED GAFAROV,1981-12-05,F,mx,,0.0,nan,BRO,TUR,0,
C007032,ARIEL CEPEDA,1973-04-04,M,pk,1.88,0.0,nan,nan,RUS,0,
C007033,MAGOMEDRASUL KURBANOV,1964-09-02,M,ru,1.73,66.0,nan,nan,RUS,0,
C007034,ANGEL AMETOVA,1966-11-01,M,kg,1.7,0.0,BLA,nan,RUS,0,
C007035,EMILIO SHIKHSHABEKOVA,1985-11-29,M,co,,0.0,BLA,nan,RUS,0,
C007036,ARSEN AKHMEDOV,1993-09-24,M,ru,,0.0,OTHD,nan,RUS,0,
C007037,CRISTIAN VAGAPOV,1975-07-11,M,az,,,nan,nan,ENG,0,
C007038,DMITRII KADIROV,1990-09-16,M,ec,1.75,0.0,BLA,nan,RUS,0,
C007039,MAGOMED GADZHIEVA,1975-12-07,F,ru,,0.0,nan,nan,nan,0,
C007040,NOE MALAR,1949-03-09,M,ru,1.68,0.0,nan,BRO,SPA,0,
C007041,VAKHA KHAKIMOV,1986-12-03,F,mx,1.71,60.0,nan,nan,RUS,0,
C007042,TIMUR ZHURBENKO,1978-07-25,M,pk,1.55,65.0,nan,BLA,CHE,0,
C007043,VADIM CID,1985-02-09,M,sg,1.7,0.0,nan,nan,RUS,0,
C007044,AZAMAT RUIZ,1971-09-07,M,es,,0.0,OTHD,BRO,TGK,0,
C007045,MOHAMMAD BERNIK,1983-09-25,M,gt,1.75,,nan,nan,KUM,0,
C007046,ZAINADI RUSTAMOV,1988-12-01,M,ru,,0.0,BLA,BRO,RUS,0,
C007047,ARQUIMIDES ISLAM,1988-02-07,M,ru,1.74,0.0,BLA,BROH,RUS,0,
C007048,SHAMILKHAN ESCOBAR,1993-09-28,M,pk,1.78,0.0,nan,BRO,ENG,0,
C007049,DZHAMBULAT ALIEVA,1993-01-08,M,sv,,,BLA,BLA,ARA,0,
C007050,ALEXIS BASHIROV,1983-05-15,M,pk,1.73,0.0,nan,BRO,BEN,0,
C007051,SONIA GAIDAROV,1984-09-12,M,ru,,0.0,BRO,BROH,CHI,0,
C007052,JULIO SALAVATOV,1989-12-13,M,ni,,,nan,nan,SPA,0,
C007053,GYULZAR AKAYCHIKOV,1986-01-30,M,ru,,0.0,HAIB,BLA,SRP,0,
C007054,SANTOS ABDULAEV,1975-07-18,M,ru,1.76,60.0,BLA,nan,KUM,0,
C007055,LEVA KHALITOV,1984-06-05,M,ru,1.63,0.0,nan,BLA,SPA,0,
C007056,NODARI DZHALALOV,1989-03-20,M,az,1.6,0.0,BROF,OTHD,SPA,0,
C007057,ISRAEL ABIDOV,1981-09-14,M,ru,1.6,85.0,BLA,nan,SPA,0,
C007058,ABDUL GAZALIEV,1991-03-08,M,bg,,0.0,nan,BRO,HIN,0,
C007059,HALDER OVANDO,1977-10-15,M,md,1.72,0.0,nan,GRE,BEN,0,
C007060,DIEGO BANDI,1990-06-03,M,ru,1.68,0.0,BLA,nan,KIR,0,
C007061,EDWIN RUSTAMOV,1978-11-22,M,ru,1.62,0.0,nan,BROD,RUS,0,
C007062,JUAN DUARTE,1990-11-24,M,bg,,50.0,nan,nan,RUS,0,
C007063,TULIO MOSHCHENKO,1985-02-09,M,gt,1.58,,nan,nan,SPA,0,
C007064,JUAN ISLAMOV,1985-03-15,M,ru,1.77,74.5,nan,nan,HUN,0,
C007065,MARIA DINH,1987-10-23,M,sv,1.7,0.0,nan,BLA,RUS,0,
C007066,EDGAR SARSAMBIEV,1958-01-25,M,ru,1.65,58.0,BLA,OTHD,nan,0,
C007067,CARLOS JOSE MEJIA MENJIVAR,1996-10-06,M,sv,,,,,SPA,1,interpol-red-2020-5693
C007068,MAGOMEDKAMIL BOGATYREV,1986-04-27,M,ru,1.65,0.0,nan,BLA,RUS,0,
C007069,ALEN VELOVIC,1984-05-28,M,me,,0.0,,,,1,interpol-red-2014-50316
C007070,ZHU VERDIEVA,1991-10-04,M,az,1.57,0.0,BLA,nan,SPA,0,
C007071,MIKAIL KOGOSOV,1986-12-22,M,fr,,55.0,nan,nan,RUS,0,
C007072,ZAUR HAMZA,1983-09-30,M,ru,,0.0,nan,nan,KUM,0,
C007073,KALIMAT ZHANGURAZOV,1962-01-01,M,gt,1.65,,BLA,OTHD,SPA,0,
C007074,CARLOS MIHAI,1986-01-05,M,jm,1.74,,BLA,nan,SPA,0,
C007075,TUAN IOAN,2005-04-03,M,ru,,,BLA,nan,PAN,0,
C007076,RABIIAT CAMPOS,1975-02-22,M,ru,1.7,,OTHD,nan,SPA,0,
C007077,SHAHBAZ IAKUBOVA,1989-05-09,M,az,,0.0,OTHD,nan,ENG,0,
C007078,IVAN LURAKHMAEV,1986-05-12,M,sv,1.65,75.0,nan,nan,RUS,0,
C007079,MAGOMED TZORTZAKIS,1992-12-31,M,ru,,0.0,OTHD,nan,PAN,0,
C007080,NAZIFAT AKHMETOV,1978-07-08,M,md,1.88,0.0,nan,BLA,UZB,0,
C007081,SANTOS VISKHADZHIEV,1969-10-29,M,pk,,0.0,nan,BROH,SPA,0,
C007082,ASLANBEK RAKHMATOV,1991-12-15,M,ru,1.75,0.0,BLA,BROH,RUS,0,
C007083,ALIK ZHANG,1995-12-09,F,ru,,0.0,BLA,nan,RUS,0,
C007084,ZARIPAT KOSZTADINOVSZKI,1983-11-28,F,ma,1.83,0.0,YELB,BLA,RUS,0,
C007085,BIYSOLTAN SANTOS,1954-03-09,M,ru,,,nan,BROH,CHE,0,
C007086,JAVED NAVAS,1981-08-29,M,ru,,75.0,nan,BROD,RUS,0,
C007087,BARBORA FILHO,1983-08-02,M,ru,,,nan,nan,TUR,0,
C007088,MEVLYUD HASSAN,1989-08-15,M,py,1.65,65.0,nan,nan,nan,0,
C007089,MARTIN PETROV,1992-08-31,M,ru,1.7,,BRO,BLA,RUS,0,
C007090,MARAT SINGH,1995-05-07,F,il,1.73,0.0,nan,BLA,ITA,0,
C007091,ADAM KANZULAEV,1992-04-07,F,pk,1.57,0.0,nan,nan,ENG,0,
C007092,MIHAIL SALI,1991-02-09,M,ru,1.55,113.5,nan,BROH,nan,0,
C007093,NAVEED ALI,1989-04-29,M,md,,0.0,nan,OTHD,RUS,0,
C007094,MADINA TORSHKHOEV,1996-12-01,M,sv,,0.0,nan,nan,ENG,0,
C007095,FRANTISEK ZUBAREV,1978-06-25,M,bd,1.54,155.0,OTHD,nan,RUS,0,
C007096,DZHAMILIA KHALITOV,1951-10-06,M,in,1.62,0.0,BLA,nan,ENG,0,
C007097,AYNDI ZAKARIIAEV,1990-08-18,F,ru,1.75,0.0,BLA,nan,SPA,0,
C007098,HOANG KHABILAEV,1979-08-13,F,kg,1.85,0.0,nan,BROL,ENG,0,
C007099,COMREDPADA SHIRE,1983-02-08,M,ru,,0.0,OTHD,BRO,POR,0,
C007100,JAN BATUKAEV,1993-03-30,M,in,1.6,0.0,BLA,nan,AZE,0,
C007101,HEMANT ILIASOVA,1982-01-11,M,ru,,,nan,nan,nan,0,
C007102,FLORENCIO DITTA,1993-09-19,M,ar,,86.0,BLA,nan,SPA,0,
C007103,TIMUR TONCEL,1978-05-19,M,kz,,,HAIB,nan,RUS,0,
C007104,GADZHIMURAD SMAJIC,1989-02-22,M,in,,0.0,BLA,OTHD,RUS,0,
C007105,IBRAGIM KUMAEV,1969-09-22,M,ru,,61.5,BLA,nan,nan,0,
C007106,MAGOMED NAGOEV,1966-06-18,M,gt,1.7,0.0,nan,BLA,SPA,0,
C007107,ERNESTINA APARICIO,1989-03-27,M,az,1.7,0.0,nan,BRO,SPA,0,
C007108,MIRZA ILYASOV,1986-02-08,M,pk,,0.0,OTHD,BLA,HEB,0,
C007109,OSCAR NUGROHO,1989-05-19,M,ru,,0.0,nan,BRO,KAN,0,
C007110,RUSLAN DOBRININ,1972-05-02,M,ru,1.75,77.0,nan,BLA,nan,0,
C007111,CANDY DEBBARMA,1989-07-11,M,kz,1.72,0.0,OTHD,nan,MAL,0,
C007112,ALIK FLORES,1980-11-26,F,uy,,0.0,nan,nan,RUS,0,
C007113,JUAN SALAZAR,1966-03-09,M,in,,0.0,nan,BROH,RUS,0,
C007114,ABU LYSAKOV,1965-01-06,F,ru,1.75,0.0,BLA,BLA,SPA,0,
C007115,MOHAMMED ATTSALAMOV,nan,M,ru,,0.0,nan,nan,RUS,0,
C007116,KUDRAT ALIKUBEROV,1997-01-27,M,ru,,0.0,,,RUS,1,interpol-red-2016-47674
C007117,JUAN JOSÉ SILVA MORÁN,1995-11-18,M,gt,,,,,SPA,1,interpol-red-2025-85162
C007118,LEVON SHANGEREEV,1983-06-08,M,gy,1.68,,BLA,BRO,RUS,0,
C007119,HASBULAT SINGH,nan,M,kg,,0.0,BLA,BROD,POR,0,
C007120,ABDULBOSID GABAEVA,1982-07-02,M,so,,0.0,OTHD,nan,TUR,0,
C007121,SALIMAT SANDOVAL,1993-09-11,M,us,1.77,75.0,nan,BROH,RUS,0,
C007122,ALEJANDRO HASSAN,1989-02-22,M,sv,1.67,0.0,nan,nan,nan,0,
C007123,MIGUEL IBRAGIMOV,nan,M,ru,1.52,0.0,nan,BRO,RUS,0,
C007124,MEDZHID MAZIEV,1981-02-03,F,ru,,0.0,HAIB,BROH,TUR,0,
C007125,CARLOS ALBOGACHIEV,1996-09-12,M,ru,,0.0,nan,nan,AZE,0,
C007126,ESTER BUSTILLO,1986-04-06,M,tz,1.56,0.0,BLA,nan,ENG,0,
C007127,JUAN ARIAS-CRUZ,1960-05-16,M,md,1.72,0.0,nan,nan,ENG,0,
C007128,BORIS HANIF,1994-04-09,M,ru,1.7,0.0,nan,BLA,UKR,0,
C007129,ISLAM LABAZANOV,1995-12-24,M,sv,,0.0,BROF,nan,RUS,0,
C007130,MAKSOOD AHMED,,M,pk,,0.0,,,URD,1,interpol-red-2009-23572
C007131,BERTA ELEZ,1978-10-02,M,us,1.68,59.0,nan,nan,ARM,0,
C007132,MARINA MURATBAKIEV,1994-12-27,M,py,,0.0,nan,nan,SPA,0,
C007133,KHAVA LOPEZ,1992-09-21,M,ru,,0.0,nan,nan,LEZ,0,
C007134,DZHAMBULAT SCHWAB,1970-11-10,M,pk,,0.0,nan,nan,HIN,0,
C007135,CHITRA LIZAMA,1989-12-26,F,pk,1.78,0.0,OTHD,BLU,ENG,0,
C007136,LEMA ABAKAROVA,1983-09-15,M,ar,,0.0,nan,nan,UZB,0,
C007137,FERNANDO AVELAR,1988-02-12,M,ru,,0.0,BLA,BRO,nan,0,
C007138,HARBHEJ GAZALIEVA,1956-10-07,M,in,1.72,0.0,BLA,BLA,HIN,0,
C007139,ANZOR KHALIMBEKOVA,nan,M,de,1.8,0.0,BRO,nan,SPA,0,
C007140,BADRUTDIN NAMAZAY,1989-02-27,M,ru,1.78,,nan,nan,SPA,0,
C007141,PLAMEN TORREALBA,1936-08-01,M,ua,,0.0,BLA,nan,ENG,0,
C007142,SUKHRO OSORIO,1973-03-24,M,tj,,0.0,nan,nan,nan,0,
C007143,KIM MAMALIEVA,1986-01-18,M,cl,1.73,0.0,nan,BRO,RUS,0,
C007144,GADZHI ROCA,1980-02-04,M,ru,1.7,,OTHD,nan,nan,0,
C007145,MAGAMED RZAEVA,1992-02-03,M,ru,,0.0,BLA,BROH,RUS,0,
C007146,JOEL CHURAEVA,1972-07-03,M,ru,,0.0,nan,GRY,KUM,0,
C007147,MARWAN DAMADANOV,1982-05-21,M,am,,0.0,nan,nan,RUS,0,
C007148,SOON AIK LOO,1980-11-20,M,my,1.7,72.0,BLA,BLA,CHI,1,interpol-red-2012-328264
C007149,RENE MAKHAURI,1979-04-15,M,ru,1.8,,BLA,nan,ENG,0,
C007150,DONATO SILVA,1969-12-22,M,sv,1.65,0.0,OTHD,nan,TGK,0,
C007151,TURAB REYES,1990-09-28,M,ua,,0.0,nan,BLU,SPA,0,
C007152,ALEXANDER CHARGYNOV,1984-06-29,M,py,1.8,56.0,nan,nan,RUS,0,
C007153,MIKHAIL KARIEV,1985-06-26,M,sv,1.73,0.0,nan,OTHD,RUS,0,
C007154,SANAVBARI KHAN,1981-02-25,M,sv,,0.0,BLA,nan,nan,0,
C007155,RATNA ALIMAGOMEDOV,1978-09-09,M,ca,1.73,0.0,nan,nan,RUS,0,
C007156,CALIXTO MELLO,1991-04-04,M,pk,1.75,0.0,OTHD,BROD,LEZ,0,
C007157,SULEYMAN ABDURAKOV,1972-03-10,M,ru,,0.0,BLA,nan,RUS,0,
C007158,SERHII RAMAZANOVA,1982-01-19,M,pk,1.82,0.0,nan,nan,RUS,0,
C007159,OSCAR BITSIEVA,1982-02-12,M,ru,1.78,0.0,OTHD,nan,ARA,0,
C007160,FABIO LEONARDO MEZA ACOSTA,1963-01-20,M,us,1.73,76.5,BLA,BRO,ENG,1,interpol-red-2006-24678
C007161,SHAKHREZA KARIMOV,1986-07-08,M,kz,,0.0,nan,nan,SPA,0,
C007162,RAFAIL AVDONIN,1970-12-26,M,sv,,,nan,nan,CHE,0,
C007163,YURIY MAGOMEDOV,1983-01-07,M,us,,0.0,BROF,BLA,ENG,0,
C007164,HUGO SALAEV,1965-11-08,F,de,1.83,,GRY,nan,RUS,0,
C007165,JOSSELYN VARGAS,1982-07-31,M,ru,,0.0,nan,BROH,POR,0,
C007166,MUSA KOLEV,1954-11-22,M,se,,,nan,nan,RUS,0,
C007167,KAZBEK RIVEROS,1964-03-13,M,ir,,77.0,nan,nan,ENG,0,
C007168,KHASAN SANTOS,1979-03-10,M,sv,,70.0,nan,nan,RUS,0,
C007169,RAMAZAN HERNANDEZ,1974-02-14,M,ru,,0.0,BLA,nan,RUS,0,
C007170,ABDUL ALFARO,1989-10-08,M,ru,1.89,90.0,GRYG,nan,ENG,0,
C007171,ANGEL RAMIREZ,1982-02-09,F,it,,77.0,nan,OTHD,RUS,0,
C007172,BADRUDDIN NG,1987-10-11,M,pk,,50.0,nan,OTHD,THA,0,
C007173,MAGOMED-EMI ESCOBAR,1981-03-06,F,ru,,60.0,BRO,nan,RUS,0,
C007174,UMAR MELENDEZ,1964-08-20,M,sv,1.73,75.0,nan,nan,CHE,0,
C007175,SELVIN RENÉ VARGAS ALMENDAREZ,1982-09-30,M,sv,1.68,65.0,BLA,BLA,SPA,1,interpol-red-2019-33807
C007176,GAMZAT LOPEZ,1974-06-01,M,in,1.6,0.0,BLA,nan,SPA,0,
C007177,DAUT TORNERO,1996-05-12,M,in,,65.0,BLA,nan,nan,0,
C007178,RUSLAN LUNA,1966-04-10,F,ru,1.85,65.0,nan,nan,RUS,0,
C007179,ABAKAR ABDULKADIROV,1965-06-26,M,in,1.7,56.0,nan,OTHD,TEL,0,
C007180,AYUB BAKAEVA,1981-02-12,M,tj,1.5,0.0,nan,nan,SPA,0,
C007181,AIJAZ VALLE,1977-05-01,M,sv,1.85,,nan,nan,RUS,0,
C007182,MUHAMMAD RUIZ,1956-11-04,M,ru,,0.0,nan,BROD,RUS,0,
C007183,ELVIRA KHAIKHAROEVA,1988-11-24,M,ru,,60.0,nan,nan,ENG,0,
C007184,JOSE SHAGIEV,1981-09-24,M,sv,1.75,0.0,nan,nan,ENG,0,
C007185,HÉCTOR NJUGUNA,1993-03-14,F,us,1.7,,GRYG,nan,KAN,0,
C007186,KIRILL DAVLATOV,1986-10-13,F,us,1.84,,WHI,BLU,URD,0,
C007187,VINKO SANTAMARINA,1996-05-07,F,az,1.68,0.0,nan,nan,SPA,0,
C007188,MARCELO RAHMA,1981-02-25,M,ru,,,BLA,nan,RUS,0,
C007189,ALEKSANDRE MUSAEV,1989-08-31,M,ru,,0.0,OTHD,nan,RUS,0,
C007190,OSMAN SVETNIK,nan,M,am,1.75,0.0,nan,BLA,SPA,0,
C007191,JOHN ARIAS,1957-01-05,M,ru,,66.0,nan,BROD,LEZ,0,
C007192,HARLEEN GBEGNON,1990-01-05,M,al,1.7,0.0,BLA,nan,CHI,0,
C007193,GIRIKHAN LOPEZ,1961-11-20,M,sv,,0.0,nan,BLU,SPA,0,
C007194,BORIS DIAZ,nan,M,ru,,0.0,nan,BLA,ARA,0,
C007195,BYRON IQBAL,1964-05-20,M,az,1.75,0.0,BLA,nan,CHE,0,
C007196,TIGRAN NASIBOV,1991-03-28,M,ru,1.7,0.0,OTHD,BRO,ENG,0,
C007197,ADEL CHOQUE,1991-08-03,M,az,,,nan,BLA,URD,0,
C007198,SALMAN HURTADO,1966-06-18,M,py,,0.0,BLA,BROH,RUS,0,
C007199,SHAMIL KOCHEROV,1967-09-04,M,py,,0.0,BRO,nan,ARA,0,
C007200,MBUSO SALIMKHANOV,1979-06-21,M,ru,,0.0,BLA,nan,ENG,0,
C007201,ZAIRBEG LIMKAR,1994-12-11,F,sv,,,nan,nan,SPA,0,
C007202,FREDDY COURTEAUX,1983-04-12,M,gt,1.65,,BLA,BRO,URD,0,
C007203,AKHMED BIKMAEV,1995-08-27,M,tr,1.78,0.0,nan,BROH,HIN,0,
C007204,RUSLAN HODZIC,1966-03-29,F,br,1.8,0.0,OTHD,nan,CHE,0,
C007205,OLEG MAKHMUDOV,1983-01-29,M,ru,,0.0,nan,nan,SPA,0,
C007206,KOLOVRAT NOURAIN,1995-07-10,M,by,,0.0,BLA,BROD,RUS,0,
C007207,JUAN BALKOEV,1979-04-27,M,nl,1.7,,BLA,OTHD,nan,0,
C007208,GADZHIMURAD DZHAVADOV,1971-10-18,M,rw,1.67,,nan,BLA,ENG,0,
C007209,RUSTAM SOBOLEV,1997-08-17,F,ru,1.76,70.0,nan,nan,RUS,0,
C007210,BEKKHAN RAMIREZ,1989-10-04,M,vn,,0.0,BLA,BROH,RUS,0,
C007211,DIXON IDRISOV,1983-07-18,M,sk,,0.0,nan,BRO,RUS,0,
C007212,KADYR NUKHAEV,1965-01-20,M,in,,,GRY,nan,RUS,0,
C007213,PATIMAT SAMUELS,1970-07-18,M,mx,,,nan,nan,nan,0,
C007214,WALTER MAGAMEDOV,1997-04-17,M,ru,1.79,0.0,nan,nan,SPA,0,
C007215,JAYSUKH BATAGIEV,1982-08-24,M,pk,1.68,0.0,nan,BLA,SPA,0,
C007216,IBRAGIM AL-KHAZRAJI,1971-12-17,M,ru,1.68,60.0,BLA,BLA,SPA,0,
C007217,NASEER NURMAGOMEDOVA,1957-09-10,M,in,,0.0,nan,BLA,CHI,0,
C007218,NIUGBAGAR SULEIMANOV,1990-06-03,M,ru,,0.0,nan,BLA,RUS,0,
C007219,CARLOS BERSANUKAEV,1972-07-20,M,ru,,0.0,BLA,BRO,LEZ,0,
C007220,KURBAN FOSTER,1980-12-17,M,ru,1.77,,BLA,OTHD,LEZ,0,
C007221,MIKHAIL NAZIROV,1996-06-24,M,it,1.57,,nan,OTHD,RUS,0,
C007222,NIRAV HERRERA,1989-10-04,M,sv,1.74,80.0,GRY,nan,nan,0,
C007223,TAMERLAN KHUDAYBERDIEVA,1990-10-28,M,ru,,0.0,nan,nan,RUS,0,
C007224,ILHOM SAVACHENKO,1976-11-09,M,hk,1.75,,nan,BRO,RUS,0,
C007225,KIZILGYUL BLINOVA,1988-11-29,M,ru,1.75,85.0,BLA,nan,RUS,0,
C007226,JAVIER BUSTILLO,1983-11-06,M,ru,,,OTHD,nan,SPA,0,
C007227,ASHWAYNE VENTURA,1981-09-14,M,ru,,51.0,nan,nan,ENG,0,
C007228,MAGOMED MENDOZA,nan,M,sv,,,BLA,nan,RUS,0,
C007229,YOURI KHAN,1981-06-07,M,in,,0.0,nan,nan,RUS,0,
C007230,ADAM CADENAS,1967-07-03,M,co,1.68,,OTHD,nan,KUM,0,
C007231,SHAOFAN SU,1963-02-27,M,cn,1.65,83.0,BLA,BLA,CHI,1,interpol-red-2014-10906
C007232,AMERKHAN ELMURZAEV,1992-11-05,M,sv,1.85,,OTHD,nan,PAN,0,
C007233,ISMAEL MANAPOVA,1977-07-18,M,sv,1.6,50.0,BLA,OTHD,RUS,0,
C007234,NASSER UULU,1974-03-18,M,ge,1.72,141.0,nan,nan,SPA,0,
C007235,AKHMED OSTAPCHENKO,1993-01-26,F,ru,,63.0,BLA,nan,SPA,0,
C007236,RUSTAM ASKHABOV,nan,F,ge,,0.0,nan,nan,nan,0,
C007237,WALTER BEDUNKEVICIUS,1977-10-21,M,be,1.82,57.0,nan,nan,TAM,0,
C007238,UMAR HOLSMAN,1936-08-01,M,ru,1.7,0.0,nan,BLA,RUS,0,
C007239,BAYALI NAMOIJAM,1973-04-19,M,ru,,,BLA,nan,SPA,0,
C007240,ZELIMKHAN DOKAEV,1971-09-02,M,pk,,0.0,nan,nan,SPA,0,
C007241,GRIGORY ISMAILOVA,1982-04-16,M,ru,1.82,55.0,BLA,nan,FRE,0,
C007242,AYSHAT ABITTAN,1993-10-12,M,ru,,0.0,BLA,nan,SPA,0,
C007243,LLOYD KEREFOV,1986-10-08,M,cn,1.7,0.0,BLA,nan,ARA,0,
C007244,IMAMSHAMIL STAURVIK,1974-06-01,M,ru,,0.0,nan,nan,RUS,0,
C007245,DZHUMBER BAIRAMIDI,1977-04-24,M,ru,1.7,80.0,OTHD,OTHD,GEO,1,interpol-red-2019-51334
C007246,ZEYNAB BERNAL,1943-01-19,M,cn,1.76,,BLA,BRO,RUS,0,
C007247,GORAN BAHAJI,1969-02-27,M,me,1.73,,OTHD,BRO,RUS,0,
C007248,JOSE OUNISSI,1972-01-14,M,ru,1.8,0.0,nan,nan,SPA,0,
C007249,VAKHA SAZANAKOV,1985-12-02,M,gt,,72.0,nan,GRY,RUS,0,
C007250,VALERY MUMINOVIC,1947-08-18,M,ru,1.65,0.0,nan,BROL,RUS,0,
C007251,RUSLAN MENDOZA,1998-07-28,M,sv,1.73,0.0,BLA,nan,HIN,0,
C007252,VALERIY NEKHCHIKHANOVA,1992-03-10,M,nan,1.78,,nan,BROH,RUS,0,
C007253,JOSE GARAY,1979-07-23,M,ao,1.68,,OTHD,nan,CHE,0,
C007254,JOHAIMA BUGAEV,nan,M,bo,,0.0,nan,BRO,RUS,0,
C007255,KRYSTIAN CELIS,1983-08-12,M,ru,,0.0,nan,BRO,ENG,0,
C007256,ALEXANDER PALEOKOSTAS,1996-05-09,M,ru,1.7,0.0,BRO,nan,SPA,0,
C007257,OLEG PACO,1994-12-22,M,ru,1.82,0.0,nan,nan,RUS,0,
C007258,DEUSDETE YUSUPOV,1979-01-11,M,sv,,0.0,BLA,nan,BUR,0,
C007259,ZDENKO MAKHAEV,1960-08-15,M,br,1.73,,nan,nan,RUS,0,
C007260,JOAQUIN YANDIEV,1977-06-06,M,ru,,0.0,nan,BROH,RUS,0,
